SRSF1	HepG2	chr1_245005246_245005360_+	COX20	-0.62	-0.62	-8.17	15.81	11.11	0.56
SUPV3L1	HepG2	chr17_25634770_25635873_+	WSB1	0.43	0.43	7.89	14.82	11.08	0.35
SUPV3L1	HepG2	chr17_25634770_25635018_+	WSB1	0.43	0.43	7.89	14.82	11.08	0.35
SUPV3L1	HepG2	chr17_25634770_25634896_+	WSB1	0.43	0.43	7.89	14.82	11.08	0.35
GPKOW	HepG2	chr4_83752090_83752128_-	SEC31A	0.61	0.61	8.01	15.24	11.05	0.23
SF3B1	HepG2	chr4_83752090_83752128_-	SEC31A	0.49	0.49	7.95	15.03	10.99	0.29
TIAL1	HepG2	chr22_50875417_50875497_+	PPP6R2	-0.48	-0.48	-7.93	14.96	10.98	0.36
U2AF1	HepG2	chr12_57932302_57932307_-	DCTN2	0.67	0.68	8.16	15.78	10.97	0.17
SUGP2	HepG2	chr15_30011981_30012220_-	TJP1	0.36	0.36	7.98	15.14	10.96	0.53
UTP3	HepG2	chr9_131355262_131355321_+	SPTAN1	0.48	0.48	8.09	15.53	10.86	NA
TAF15	HepG2	chr17_25634770_25635873_+	WSB1	0.47	0.47	7.94	15	10.85	0.69
TAF15	HepG2	chr17_25634770_25635018_+	WSB1	0.47	0.47	7.94	15	10.85	0.69
TAF15	HepG2	chr17_25634770_25634896_+	WSB1	0.47	0.47	7.94	15	10.85	0.69
SUPV3L1	HepG2	chrX_30745583_30745669_+	GK	-0.43	-0.43	-7.79	14.47	10.79	0.35
PTBP1	HepG2	chr17_74087224_74087316_-	EXOC7	0.52	0.52	7.72	14.24	10.66	0.48
PTBP1	HepG2	chr11_57558857_57559145_+	CTNND1	0.52	0.52	7.72	14.24	10.66	0.48
LARP4	HepG2	chr6_168314083_168314103_+	MLLT4	0.38	0.38	7.95	15.03	10.63	0.53
SUPV3L1	HepG2	chr10_116286419_116286690_-	ABLIM1	-0.65	-0.65	-7.7	14.17	10.62	0.35
SUPV3L1	HepG2	chr10_116286419_116286685_-	ABLIM1	-0.65	-0.65	-7.7	14.17	10.62	0.35
SUPV3L1	HepG2	chr10_116286419_116286594_-	ABLIM1	-0.65	-0.65	-7.7	14.17	10.62	0.35
RPS5	HepG2	chr17_46126135_46126226_+	NFE2L1	-0.29	-0.29	-7.78	14.44	10.62	0.44
UPF1	HepG2	chr6_142704897_142704980_+	GPR126	0.35	0.35	7.88	14.79	10.56	0.7
NSUN2	HepG2	chr4_83752090_83752128_-	SEC31A	0.52	0.52	7.97	15.1	10.56	0.24
XRN2	HepG2	chrX_30745583_30745669_+	GK	-0.38	-0.38	-7.71	14.2	10.54	0.47
SRSF1	HepG2	chr19_50167931_50168488_-	IRF3	-0.91	-0.91	-7.84	14.65	10.54	0.56
SRSF1	HepG2	chr19_50167931_50168426_-	IRF3	-0.91	-0.91	-7.84	14.65	10.54	0.56
SRSF1	HepG2	chr19_50167931_50168095_-	IRF3	-0.91	-0.91	-7.84	14.65	10.54	0.56
PCBP1	HepG2	chr11_70267576_70267686_+	CTTN	-0.48	-0.48	-7.74	14.3	10.54	NA
SRSF9	HepG2	chr6_168314083_168314103_+	MLLT4	0.43	0.43	7.72	14.24	10.53	0.47
SUGP2	HepG2	chr1_145322772_145322944_+	NBPF10	-0.5	-0.5	-7.75	14.34	10.47	0.53
SF3B4	HepG2	chr1_145354295_145354467_+	NBPF10	-0.76	-0.75	-7.85	14.68	10.45	0.5
HNRNPM	HepG2	chr10_124187792_124187832_+	PLEKHA1	-0.4	-0.4	-7.7	14.17	10.44	0.48
HNRNPC	HepG2	chrX_30745583_30745669_+	GK	-0.48	-0.48	-7.72	14.24	10.44	0.15
NCBP2	HepG2	chr10_124187792_124187832_+	PLEKHA1	-0.49	-0.49	-7.76	14.37	10.38	0.13
XPO5	HepG2	chr4_83752090_83752128_-	SEC31A	0.34	0.34	7.75	14.34	10.36	0.42
NOL12	HepG2	chrX_128627017_128627052_-	SMARCA1	-0.28	-0.28	-7.81	14.54	10.34	1.12
PTBP1	HepG2	chr6_142704897_142704980_+	GPR126	0.51	0.51	7.57	13.73	10.22	0.48
HNRNPL	HepG2	chr1_71531361_71531435_-	ZRANB2	0.4	0.4	7.7	14.17	10.2	0.17
UTP18	HepG2	chr6_142704897_142704980_+	GPR126	0.26	0.26	7.89	14.82	10.19	0.31
EWSR1	HepG2	chr20_25201868_25201969_+	ENTPD6	-0.4	-0.4	-7.72	14.24	10.17	0.45
AKAP8L	HepG2	chr12_989887_990165_+	WNK1	0.33	0.33	7.7	14.17	10.13	0.92
DDX3X	HepG2	chr7_158545472_158545534_-	ESYT2	0.42	0.42	7.53	13.6	10.11	0.16
HNRNPM	HepG2	chr13_76383290_76383319_+	LMO7	-0.58	-0.58	-7.58	13.76	10.1	0.48
PHF6	HepG2	chr4_83752090_83752128_-	SEC31A	0.23	0.23	7.7	14.17	10.09	0.5
HNRNPL	HepG2	chr1_154241838_154241888_+	UBAP2L	0.6	0.6	7.63	13.93	10.08	0.17
DDX3X	HepG2	chr13_76383290_76383319_+	LMO7	-0.43	-0.43	-7.51	13.53	10.08	0.16
QKI	HepG2	chr16_47497793_47497904_+	PHKB	0.48	0.48	7.52	13.56	10.03	0.31
DDX59	HepG2	chrX_153585619_153585642_-	FLNA	-0.41	-0.41	-7.72	14.24	10.03	0.3
DDX59	HepG2	chr21_48056351_48056459_+	PRMT2	0.4	0.4	7.73	14.27	10.03	0.3
RBFOX2	HepG2	chr3_167758574_167758657_-	GOLIM4	-0.67	-0.67	-7.5	13.5	9.84	0.4
QKI	HepG2	chr1_82452585_82452713_+	LPHN2	0.63	0.63	7.44	13.3	9.8	0.31
DDX6	HepG2	chr8_82633462_82633535_-	ZFAND1	-0.43	-0.43	-7.5	13.5	9.78	0.25
DDX6	HepG2	chr8_82633462_82633525_-	ZFAND1	-0.43	-0.43	-7.5	13.5	9.78	0.25
DDX6	HepG2	chr8_82633462_82633524_-	ZFAND1	-0.43	-0.43	-7.5	13.5	9.78	0.25
DDX6	HepG2	chr8_82633462_82633523_-	ZFAND1	-0.43	-0.43	-7.5	13.5	9.78	0.25
DDX6	HepG2	chr8_82633462_82633522_-	ZFAND1	-0.43	-0.43	-7.5	13.5	9.78	0.25
DDX6	HepG2	chr8_82633462_82633498_-	ZFAND1	-0.43	-0.43	-7.5	13.5	9.78	0.25
MATR3	HepG2	chrX_46330577_46330620_+	KRBOX4	0.76	0.76	7.62	13.9	9.75	0.28
SERBP1	HepG2	chr3_58127585_58127623_+	FLNB	0.37	0.37	7.51	13.53	9.74	0.25
MTPAP	HepG2	chr4_83752090_83752128_-	SEC31A	0.44	0.44	7.68	14.1	9.63	0.51
AUH	HepG2	chrX_153585619_153585642_-	FLNA	-0.3	-0.3	-7.48	13.43	9.63	0.36
SRSF1	HepG2	chr1_76194074_76194173_+	ACADM	-0.57	-0.57	-7.5	13.5	9.6	0.56
SRSF1	HepG2	chr19_50167931_50168103_-	IRF3	-0.87	-0.87	-7.49	13.46	9.6	0.56
QKI	HepG2	chr12_989887_990165_+	WNK1	0.47	0.47	7.36	13.04	9.59	0.31
QKI	HepG2	chr11_85701293_85701442_-	PICALM	0.47	0.47	7.36	13.04	9.59	0.31
DDX3X	HepG2	chr10_124187792_124187936_+	PLEKHA1	-0.42	-0.42	-7.34	12.97	9.57	0.16
SUGP2	HepG2	chr1_145323654_145323705_+	NBPF10	-0.33	-0.33	-7.42	13.23	9.54	0.53
HNRNPU	HepG2	chr21_48056351_48056459_+	PRMT2	0.51	0.51	7.6	13.83	9.54	0.26
AKAP1	HepG2	chr17_46126135_46126226_+	NFE2L1	-0.58	-0.58	-7.71	14.2	9.54	0.05
QKI	HepG2	chr14_105181621_105181677_+	INF2	-0.61	-0.61	-7.32	12.91	9.52	0.31
TIAL1	HepG2	chr1_145322772_145322944_+	NBPF10	0.66	0.66	7.45	13.33	9.45	0.36
SRSF1	HepG2	chr1_28844769_28844820_+	RCC1	0.54	0.54	7.38	13.1	9.36	0.56
SRSF1	HepG2	chr1_28844648_28844820_+	RCC1	0.54	0.54	7.38	13.1	9.36	0.56
DDX3X	HepG2	chrX_41414853_41414888_-	CASK	-0.61	-0.61	-7.26	12.71	9.33	0.16
HNRNPC	HepG2	chr1_78434706_78434768_-	FUBP1	0.44	0.44	7.35	13	9.27	0.15
QKI	HepG2	chr2_102477287_102477448_+	MAP4K4	0.44	0.44	7.23	12.62	9.26	0.31
QKI	HepG2	chr1_162562522_162562572_+	UAP1	-0.45	-0.45	-7.22	12.59	9.26	0.31
QKI	HepG2	chr3_37402734_37402796_+	GOLGA4	0.46	0.46	7.2	12.52	9.24	0.31
DKC1	HepG2	chr16_14980632_14980719_+	NOMO1	-0.35	-0.35	-7.29	12.81	9.22	0.19
BCLAF1	HepG2	chr2_63215066_63215173_+	EHBP1	-0.32	-0.32	-7.29	12.81	9.21	0.49
NCBP2	HepG2	chr8_62538469_62538839_-	ASPH	0.45	0.45	7.3	12.84	9.2	0.13
NCBP2	HepG2	chr8_62537865_62538839_-	ASPH	0.45	0.45	7.3	12.84	9.2	0.13
NCBP2	HepG2	chr8_62537162_62538839_-	ASPH	0.45	0.45	7.3	12.84	9.2	0.13
NCBP2	HepG2	chr8_62537098_62538839_-	ASPH	0.45	0.45	7.3	12.84	9.2	0.13
NCBP2	HepG2	chr8_62537096_62538839_-	ASPH	0.45	0.45	7.3	12.84	9.2	0.13
NCBP2	HepG2	chr8_62537095_62538839_-	ASPH	0.45	0.45	7.3	12.84	9.2	0.13
HNRNPM	HepG2	chr12_989887_990165_+	WNK1	0.37	0.37	7.27	12.75	9.14	0.48
DDX6	HepG2	chr11_118897313_118897398_-	SLC37A4	0.41	0.41	7.29	12.81	9.14	0.25
KHSRP	HepG2	chr2_70455476_70455594_-	TIA1	0.38	0.38	7.54	13.63	9.12	0.27
KHSRP	HepG2	chr17_25634770_25635873_+	WSB1	0.37	0.37	7.34	12.97	9.06	0.27
KHSRP	HepG2	chr17_25634770_25635018_+	WSB1	0.37	0.37	7.34	12.97	9.06	0.27
KHSRP	HepG2	chr17_25634770_25634896_+	WSB1	0.37	0.37	7.34	12.97	9.06	0.27
GRWD1	HepG2	chr1_145344128_145344236_+	NBPF10	-0.41	-0.4	-7.34	12.97	9.04	0.23
HNRNPC	HepG2	chr13_53235610_53235705_+	SUGT1	0.67	0.67	7.25	12.68	9	0.15
BCLAF1	HepG2	chr1_213061233_213061343_+	FLVCR1	-0.49	-0.49	-7.21	12.55	9	0.49
SFPQ	HepG2	chr11_57558966_57559145_+	CTNND1	0.51	0.51	7.4	13.17	8.99	0.6
SFPQ	HepG2	chr11_57558964_57559145_+	CTNND1	0.51	0.51	7.4	13.17	8.99	0.6
SBDS	HepG2	chr4_83752090_83752128_-	SEC31A	0.31	0.31	7.24	12.65	8.95	0.39
SRSF7	HepG2	chr12_42745687_42745851_+	PPHLN1	-0.36	-0.36	-7.3	12.84	8.87	0.54
UTP18	HepG2	chr1_46072993_46074009_+	NASP	-0.21	-0.21	-7.4	13.17	8.84	0.31
HNRNPC	HepG2	chr1_207513736_207513853_+	CD55	0.66	0.66	7.14	12.33	8.74	0.15
HNRNPC	HepG2	chr10_121339983_121340358_-	TIAL1	0.66	0.66	7.14	12.33	8.74	0.15
DDX6	HepG2	chr4_83752090_83752128_-	SEC31A	-0.41	-0.41	-7.15	12.36	8.74	0.25
PUS1	HepG2	chr1_162562522_162562572_+	UAP1	-0.32	-0.32	-7.15	12.36	8.69	0.39
DKC1	HepG2	chr13_76383290_76383319_+	LMO7	-0.34	-0.34	-7.08	12.14	8.66	0.19
HNRNPM	HepG2	chrX_41414853_41414888_-	CASK	-0.54	-0.54	-7.06	12.08	8.52	0.48
PCBP1	HepG2	chr12_53690028_53690059_+	PFDN5	-0.38	-0.38	-7.06	12.08	8.49	NA
RBFOX2	HepG2	chr18_56378153_56378185_+	MALT1	-0.63	-0.63	-7.05	12.05	8.45	0.4
NCBP2	HepG2	chr4_83782784_83782861_-	SEC31A	0.34	0.34	7.05	12.05	8.44	0.13
PRPF8	HepG2	chr14_21731470_21731495_-	HNRNPC	-0.3	-0.3	-7.33	12.94	8.42	0.33
U2AF2	HepG2	chr12_57932302_57932307_-	DCTN2	0.72	0.73	7.36	13.04	8.4	0.5
HNRNPC	HepG2	chr17_48828108_48828213_+	LUC7L3	0.42	0.42	7.02	11.95	8.4	0.15
GRWD1	HepG2	chr1_9797556_9797612_-	CLSTN1	0.23	0.23	7.08	12.14	8.39	0.23
SUPV3L1	HepG2	chr15_30011981_30012220_-	TJP1	0.58	0.58	7	11.89	8.38	0.35
QKI	HepG2	chr2_63215066_63215173_+	EHBP1	0.42	0.42	6.9	11.59	8.35	0.31
FTO	HepG2	chr4_83752090_83752128_-	SEC31A	0.48	0.48	7.31	12.87	8.35	0.08
SFPQ	HepG2	chr11_57558857_57559145_+	CTNND1	0.49	0.49	7.1	12.2	8.33	0.6
FASTKD2	HepG2	chr17_25634770_25635873_+	WSB1	0.25	0.25	7.02	11.95	8.3	0.52
HNRNPU	HepG2	chr4_152065372_152065440_-	SH3D19	0.47	0.47	7.01	11.92	8.24	0.26
RBFOX2	HepG2	chr13_76383290_76383319_+	LMO7	-0.62	-0.62	-6.94	11.71	8.2	0.4
NCBP2	HepG2	chr6_145148484_145148522_+	UTRN	-0.44	-0.44	-6.96	11.77	8.2	0.13
RBFOX2	HepG2	chr6_17790103_17790141_-	KIF13A	-0.39	-0.39	-6.91	11.62	8.19	0.4
QKI	HepG2	chr12_27113448_27113561_+	FGFR1OP2	-0.57	-0.57	-6.84	11.4	8.19	0.31
ZNF622	HepG2	chr8_74884312_74884467_-	TCEB1	-0.37	-0.37	-7.01	11.92	8.17	0.15
ZNF622	HepG2	chr8_74884312_74884405_-	TCEB1	-0.37	-0.37	-7.01	11.92	8.17	0.15
DDX3X	HepG2	chr2_138724667_138725014_+	HNMT	-0.27	-0.27	-6.85	11.43	8.12	0.16
DDX3X	HepG2	chr2_138724667_138724956_+	HNMT	-0.27	-0.27	-6.85	11.43	8.12	0.16
DKC1	HepG2	chr16_14989371_14990017_+	NOMO1	-0.33	-0.33	-6.87	11.49	8.1	0.19
DKC1	HepG2	chr16_14989371_14989551_+	NOMO1	-0.33	-0.33	-6.87	11.49	8.1	0.19
PCBP1	HepG2	chr17_39975782_39976301_+	FKBP10	-0.43	-0.43	-6.92	11.65	8.09	NA
HNRNPU	HepG2	chr8_62538469_62538839_-	ASPH	0.46	0.46	6.87	11.49	8.08	0.26
HNRNPU	HepG2	chr8_62537865_62538839_-	ASPH	0.46	0.46	6.87	11.49	8.08	0.26
HNRNPU	HepG2	chr8_62537162_62538839_-	ASPH	0.46	0.46	6.87	11.49	8.08	0.26
HNRNPU	HepG2	chr8_62537098_62538839_-	ASPH	0.46	0.46	6.87	11.49	8.08	0.26
HNRNPU	HepG2	chr8_62537096_62538839_-	ASPH	0.46	0.46	6.87	11.49	8.08	0.26
HNRNPU	HepG2	chr8_62537095_62538839_-	ASPH	0.46	0.46	6.87	11.49	8.08	0.26
SRSF9	HepG2	chrX_30745583_30745669_+	GK	0.34	0.35	6.85	11.43	8.06	0.47
PUM2	HepG2	chr17_25634770_25635873_+	WSB1	0.37	0.37	6.99	11.86	8.02	0.51
HNRNPK	HepG2	chr17_38191169_38191225_-	MED24	0.73	0.73	7.15	12.36	8.02	0.33
SSB	HepG2	chr4_83752090_83752128_-	SEC31A	0.39	0.39	6.85	11.43	8	0.14
HNRNPA1	HepG2	chr17_30693684_30693776_+	ZNF207	0.37	0.37	6.87	11.49	7.99	0.21
IGF2BP3	HepG2	chr4_152065372_152065440_-	SH3D19	0.44	0.44	7.18	12.46	7.92	0.41
CPSF6	HepG2	chr2_191797442_191800015_+	GLS	-0.62	-0.62	-6.92	11.65	7.9	0.28
CPSF6	HepG2	chr2_191797442_191797810_+	GLS	-0.62	-0.62	-6.92	11.65	7.9	0.28
CPSF6	HepG2	chr2_191797442_191797734_+	GLS	-0.62	-0.62	-6.92	11.65	7.9	0.28
PTBP1	HepG2	chr2_136399106_136399360_+	R3HDM1	0.66	0.66	6.79	11.25	7.87	0.48
DDX52	HepG2	chr6_142704897_142704980_+	GPR126	0.31	0.31	6.86	11.46	7.86	0.5
DDX52	HepG2	chr17_25634770_25635873_+	WSB1	0.31	0.31	6.86	11.46	7.86	0.5
DDX52	HepG2	chr17_25634770_25635018_+	WSB1	0.31	0.31	6.86	11.46	7.86	0.5
DDX52	HepG2	chr17_25634770_25634896_+	WSB1	0.31	0.31	6.86	11.46	7.86	0.5
RBM15	HepG2	chr5_52095719_52096954_+	PELO	-0.31	-0.3	-6.87	11.49	7.84	NA
HNRNPK	HepG2	chr14_24032461_24032491_-	AP1G2	0.5	0.5	7.03	11.99	7.82	0.33
GRWD1	HepG2	chr4_83752090_83752128_-	SEC31A	-0.22	-0.22	-6.84	11.4	7.78	0.23
CSTF2T	HepG2	chr2_96564893_96564965_-	ANKRD36C	-0.44	-0.43	-6.82	11.34	7.78	NA
CSTF2T	HepG2	chr2_96563185_96563213_-	ANKRD36C	-0.44	-0.43	-6.82	11.34	7.78	NA
PUM2	HepG2	chrX_30745583_30745669_+	GK	-0.31	-0.31	-6.82	11.34	7.74	0.51
PUM2	HepG2	chr17_25634770_25635018_+	WSB1	0.36	0.36	6.8	11.28	7.74	0.51
PUM2	HepG2	chr17_25634770_25634896_+	WSB1	0.36	0.36	6.8	11.28	7.74	0.51
AUH	HepG2	chr6_142762045_142762090_+	GPR126	-0.25	-0.25	-6.77	11.19	7.74	0.36
FASTKD2	HepG2	chr17_25634770_25635018_+	WSB1	0.24	0.24	6.73	11.07	7.72	0.52
FASTKD2	HepG2	chr17_25634770_25634896_+	WSB1	0.24	0.24	6.73	11.07	7.72	0.52
